"";"x"
"ENSG00000118655";0
"ENSG00000152457";0
"ENSG00000011465";0
"ENSG00000272886";1
"ENSG00000151065";0
"ENSG00000172795";1
"ENSG00000110063";1
"ENSG00000129187";1
"ENSG00000204843";1
"ENSG00000175203";1
"ENSG00000137100";1
"ENSG00000132912";0
"ENSG00000166847";0
"ENSG00000104671";1
"ENSG00000179958";1
"ENSG00000080166";1
"ENSG00000043093";0
"ENSG00000150401";0
"ENSG00000188215";0
"ENSG00000109184";1
"ENSG00000137692";0
"ENSG00000169738";0
"ENSG00000130311";1
"ENSG00000153904";0
"ENSG00000213722";1
"ENSG00000167986";0
"ENSG00000134574";0
"ENSG00000132437";1
"ENSG00000100523";0
"ENSG00000085788";1
"ENSG00000197312";1
"ENSG00000175197";1
"ENSG00000145358";1
"ENSG00000168209";0
"ENSG00000181418";0
"ENSG00000244038";0
"ENSG00000204580";1
"ENSG00000162733";1
"ENSG00000198171";1
"ENSG00000275758";1
"ENSG00000099977";1
"ENSG00000178105";1
"ENSG00000013573";0
"ENSG00000100201";1
"ENSG00000088205";0,03
"ENSG00000168872";1
"ENSG00000157349";0
"ENSG00000079785";0
"ENSG00000064703";1
"ENSG00000165732";1
"ENSG00000174243";1
"ENSG00000089737";0
"ENSG00000165359";0
"ENSG00000124228";0,08
"ENSG00000182810";1
"ENSG00000125485";1
"ENSG00000123136";0
"ENSG00000215301";1
"ENSG00000183258";0
"ENSG00000198231";1
"ENSG00000080007";1
"ENSG00000145833";1
"ENSG00000213782";1
"ENSG00000105671";0
"ENSG00000107625";1
"ENSG00000185163";1
"ENSG00000278053";0
"ENSG00000123064";1
"ENSG00000111364";0
"ENSG00000136271";0
"ENSG00000107201";0
"ENSG00000118197";0
"ENSG00000108654";1
"ENSG00000181381";0
"ENSG00000137628";0
"ENSG00000110367";1
"ENSG00000177030";1
"ENSG00000104325";0
"ENSG00000242612";0,04
"ENSG00000160570";0,04
"ENSG00000158796";0
"ENSG00000140995";1
"ENSG00000164825";0
"ENSG00000143753";0
"ENSG00000168350";0
"ENSG00000124795";1
"ENSG00000164002";1
"ENSG00000119522";1
"ENSG00000213047";0
"ENSG00000205744";0
"ENSG00000146966";0
"ENSG00000175984";0,48
"ENSG00000162777";1
"ENSG00000105339";0
"ENSG00000174485";1
"ENSG00000198837";0
"ENSG00000137145";1
"ENSG00000184014";0
"ENSG00000170456";1
"ENSG00000139726";1
"ENSG00000035499";1
"ENSG00000024526";0
"ENSG00000100150";1
"ENSG00000155792";0
"ENSG00000121690";0,61
"ENSG00000023697";0
"ENSG00000136986";0
"ENSG00000072849";1
"ENSG00000099958";0
"ENSG00000175084";0
"ENSG00000140543";1
"ENSG00000182108";1
"ENSG00000160049";0
"ENSG00000169598";1
"ENSG00000105928";1
"ENSG00000095397";1
"ENSG00000204311";1
"ENSG00000185000";1
"ENSG00000062282";0
"ENSG00000100056";0
"ENSG00000070413";1
"ENSG00000128185";1
"ENSG00000183628";1
"ENSG00000128191";0,75
"ENSG00000065357";0
"ENSG00000136267";1
"ENSG00000077044";0
"ENSG00000153933";1
"ENSG00000058866";1
"ENSG00000102780";1
"ENSG00000157680";1
"ENSG00000145214";0,29
"ENSG00000149091";0
"ENSG00000114956";0
"ENSG00000116133";0
"ENSG00000172893";0
"ENSG00000117682";0,09
"ENSG00000104808";1
"ENSG00000241935";0
"ENSG00000178700";0
"ENSG00000228716";1
"ENSG00000139549";1
"ENSG00000102967";0,03
"ENSG00000095059";0,43
"ENSG00000278535";0
"ENSG00000102796";1
"ENSG00000167536";1
"ENSG00000157379";0
"ENSG00000162496";1
"ENSG00000187630";0,01
"ENSG00000109016";1
"ENSG00000073737";0
"ENSG00000169084";1
"ENSG00000181192";1
"ENSG00000109606";1
"ENSG00000204560";1
"ENSG00000067248";0
"ENSG00000132153";0
"ENSG00000089876";1
"ENSG00000005100";1
"ENSG00000134815";1
"ENSG00000101452";1
"ENSG00000174953";0,53
"ENSG00000150990";0
"ENSG00000140829";0
"ENSG00000108406";1
"ENSG00000163214";1
"ENSG00000108771";1
"ENSG00000067596";1
"ENSG00000135829";0
"ENSG00000184047";1
"ENSG00000131504";0,36
"ENSG00000147202";0
"ENSG00000139734";1
"ENSG00000100697";0
"ENSG00000101191";1
"ENSG00000086189";1
"ENSG00000211452";0
"ENSG00000211448";0,73
"ENSG00000160305";1
"ENSG00000066084";0
"ENSG00000151240";1
"ENSG00000176490";0
"ENSG00000165023";0
"ENSG00000162595";0
"ENSG00000138463";0
"ENSG00000144535";1
"ENSG00000166938";1
"ENSG00000083520";1
"ENSG00000162946";0
"ENSG00000154309";1
"ENSG00000140323";0
"ENSG00000150764";0
"ENSG00000130826";1
"ENSG00000188211";1
"ENSG00000254470";1
"ENSG00000205106";0
"ENSG00000107984";1
"ENSG00000155011";1
"ENSG00000050165";1
"ENSG00000150768";0
"ENSG00000164741";1
"ENSG00000091140";0
"ENSG00000008226";1
"ENSG00000176124";0
"ENSG00000186047";0
"ENSG00000075711";0
"ENSG00000150672";0
"ENSG00000082458";0
"ENSG00000132535";1
"ENSG00000274429";1
"ENSG00000170579";0
"ENSG00000116544";0
"ENSG00000080845";0
"ENSG00000126787";0
"ENSG00000198719";1
"ENSG00000128917";0
"ENSG00000119689";0
"ENSG00000064195";0
"ENSG00000108813";0
"ENSG00000105880";0
"ENSG00000006377";0
"ENSG00000178028";1
"ENSG00000100206";1
"ENSG00000198947";1
"ENSG00000132837";1
"ENSG00000161249";0
"ENSG00000104936";1
"ENSG00000176399";1
"ENSG00000184911";0
"ENSG00000135164";1
"ENSG00000185800";1
"ENSG00000172869";1
"ENSG00000104093";1
"ENSG00000138346";0
"ENSG00000197653";0
"ENSG00000105877";0
"ENSG00000185842";1
"ENSG00000187775";1
"ENSG00000114841";0
"ENSG00000183914";1
"ENSG00000039139";1
"ENSG00000115423";1
"ENSG00000118997";1
"ENSG00000124721";1
"ENSG00000007174";0,05
"ENSG00000122735";1
"ENSG00000086061";0,44
"ENSG00000069345";1
"ENSG00000103423";1
"ENSG00000140403";0
"ENSG00000090520";0
"ENSG00000148719";1
"ENSG00000187726";0
"ENSG00000164031";1
"ENSG00000132002";1
"ENSG00000135924";1
"ENSG00000162616";1
"ENSG00000137094";1
"ENSG00000105993";1
"ENSG00000128590";0
"ENSG00000077232";1
"ENSG00000007923";0
"ENSG00000108176";1
"ENSG00000138246";1
"ENSG00000135392";1
"ENSG00000120675";1
"ENSG00000116138";0
"ENSG00000104129";0
"ENSG00000170464";1
"ENSG00000205981";0
"ENSG00000136770";0
"ENSG00000168724";0
"ENSG00000178401";0
"ENSG00000170946";1
"ENSG00000059769";0
"ENSG00000115137";0
"ENSG00000177692";0
"ENSG00000105821";0,09
"ENSG00000176410";1
"ENSG00000102580";1
"ENSG00000110011";1
"ENSG00000101152";0,93
"ENSG00000116675";0
"ENSG00000168259";1
"ENSG00000126698";1
"ENSG00000213551";0,05
"ENSG00000119661";0
"ENSG00000100246";1
"ENSG00000013563";0
"ENSG00000167968";1
"ENSG00000163687";0
"ENSG00000213918";0
"ENSG00000105612";0
"ENSG00000256453";0
"ENSG00000187957";0
"ENSG00000179532";0
"ENSG00000213221";1
"ENSG00000087470";0
"ENSG00000106976";1
"ENSG00000079805";1
"ENSG00000197959";0
"ENSG00000107554";0
"ENSG00000130816";0
"ENSG00000119772";1
"ENSG00000088305";1
"ENSG00000123992";0
"ENSG00000101457";0
"ENSG00000067334";1
"ENSG00000149927";0
"ENSG00000272636";0,02
"ENSG00000135905";0
"ENSG00000147251";1
"ENSG00000150760";0
"ENSG00000134516";0
"ENSG00000088538";0
"ENSG00000147459";1
"ENSG00000116641";1
"ENSG00000107099";0
"ENSG00000088387";1
"ENSG00000129932";1
"ENSG00000115325";0
"ENSG00000147443";0
"ENSG00000146094";0
"ENSG00000125170";0
"ENSG00000101134";0,02
"ENSG00000206052";1
"ENSG00000175920";0
"ENSG00000175283";0,08
"ENSG00000167130";0
"ENSG00000204348";1
"ENSG00000159147";0
"ENSG00000083097";1
"ENSG00000142197";0
"ENSG00000104885";1
"ENSG00000172269";1
"ENSG00000166171";0
"ENSG00000015413";0
"ENSG00000167261";0
"ENSG00000133884";0,53
"ENSG00000205683";1
"ENSG00000108963";1
"ENSG00000132768";1
"ENSG00000154813";0
"ENSG00000117543";1
"ENSG00000136908";1
"ENSG00000179085";1
"ENSG00000254986";1
"ENSG00000197635";0,31
"ENSG00000074603";0,02
"ENSG00000142002";0
"ENSG00000143196";0
"ENSG00000173852";0
"ENSG00000177990";1
"ENSG00000178904";0
"ENSG00000156162";0
"ENSG00000162961";0,68
"ENSG00000188641";1
"ENSG00000092964";0
"ENSG00000113657";0
"ENSG00000151640";1
"ENSG00000147647";1
"ENSG00000117505";1
"ENSG00000136048";0
"ENSG00000156171";1
"ENSG00000175550";1
"ENSG00000184845";0,08
"ENSG00000185721";1
"ENSG00000108591";1
"ENSG00000134755";1
"ENSG00000177103";1
"ENSG00000136982";0
"ENSG00000157538";1
"ENSG00000183145";0
"ENSG00000171451";0,09
"ENSG00000111817";1
"ENSG00000046604";1
"ENSG00000149636";0
"ENSG00000096696";0
"ENSG00000125868";0
"ENSG00000133059";0
"ENSG00000151914";1
"ENSG00000125821";0
"ENSG00000143476";0
"ENSG00000134769";1
"ENSG00000047579";0
"ENSG00000138101";0
"ENSG00000104047";1
"ENSG00000169570";0
"ENSG00000135144";0
"ENSG00000091073";0
"ENSG00000163840";0
"ENSG00000178498";0
"ENSG00000110042";1
"ENSG00000168393";1
"ENSG00000175826";0
"ENSG00000137857";1
"ENSG00000140279";0
"ENSG00000169718";1
"ENSG00000167264";0,09
"ENSG00000141994";0,08
"ENSG00000105865";1
"ENSG00000143507";0
"ENSG00000144048";0,02
"ENSG00000081721";0
"ENSG00000276023";0
"ENSG00000149599";0
"ENSG00000111266";0,29
"ENSG00000167065";1
"ENSG00000162999";0,09
"ENSG00000120129";1
"ENSG00000112679";1
"ENSG00000158716";0
"ENSG00000133878";0
"ENSG00000198842";1
"ENSG00000188542";1
"ENSG00000158050";1
"ENSG00000108861";0,02
"ENSG00000120875";0
"ENSG00000138166";1
"ENSG00000139318";0
"ENSG00000164086";0
"ENSG00000184545";0
"ENSG00000128951";1
"ENSG00000107404";1
"ENSG00000004975";0,54
"ENSG00000161202";1
"ENSG00000141627";1
"ENSG00000197102";1
"ENSG00000158560";1
"ENSG00000077380";1
"ENSG00000144635";0
"ENSG00000135720";1
"ENSG00000187240";0,61
"ENSG00000138036";0,91
"ENSG00000088986";0
"ENSG00000264364";0
"ENSG00000125971";1
"ENSG00000168589";1
"ENSG00000146425";1
"ENSG00000165169";0
"ENSG00000157540";0,36
"ENSG00000105204";1
"ENSG00000127334";0
"ENSG00000143479";0
"ENSG00000010219";0
"ENSG00000135636";0
"ENSG00000256061";1
"ENSG00000158163";1
"ENSG00000134874";0
"ENSG00000198919";1
"ENSG00000101412";0
"ENSG00000007968";0
"ENSG00000112242";1
"ENSG00000205250";0
"ENSG00000133740";0
"ENSG00000169016";0
"ENSG00000165891";0
"ENSG00000129173";0
"ENSG00000167967";1
"ENSG00000144597";0
"ENSG00000145088";1
"ENSG00000129518";1
"ENSG00000103356";1
"ENSG00000147654";1
"ENSG00000164330";1
"ENSG00000221818";0
"ENSG00000108001";0
"ENSG00000088881";1
"ENSG00000105246";0
"ENSG00000117395";1
"ENSG00000123179";0
"ENSG00000147155";0,02
"ENSG00000122882";1
"ENSG00000117298";1
"ENSG00000145194";1
"ENSG00000104823";1
"ENSG00000093144";0
"ENSG00000121310";1
"ENSG00000134463";0,08
"ENSG00000127884";0
"ENSG00000143369";1
"ENSG00000106823";1
"ENSG00000249751";0
"ENSG00000130159";1
"ENSG00000203734";1
"ENSG00000114346";1
"ENSG00000131080";0
"ENSG00000186197";1
"ENSG00000135960";0,36
"ENSG00000158813";1
"ENSG00000179151";1
"ENSG00000038358";1
"ENSG00000134109";0
"ENSG00000088298";0
"ENSG00000116406";1
"ENSG00000107223";1
"ENSG00000164176";0,51
"ENSG00000078401";0
"ENSG00000127129";1
"ENSG00000151617";0
"ENSG00000136160";0,08
"ENSG00000102189";1
"ENSG00000074266";1
"ENSG00000156508";1
"ENSG00000101210";1
"ENSG00000114942";0
"ENSG00000104529";0,09
"ENSG00000124802";0
"ENSG00000254772";1
"ENSG00000103319";0
"ENSG00000167658";1
"ENSG00000132394";1
"ENSG00000122547";0
"ENSG00000185055";1
"ENSG00000034239";0,38
"ENSG00000203666";1
"ENSG00000177685";1
"ENSG00000130038";0
"ENSG00000176927";1
"ENSG00000186976";1
"ENSG00000203965";1
"ENSG00000115380";1
"ENSG00000172638";0
"ENSG00000165487";0
"ENSG00000155970";0
"ENSG00000163576";1
"ENSG00000096093";1
"ENSG00000183690";1
"ENSG00000115468";0
"ENSG00000142634";0
"ENSG00000169242";0
"ENSG00000143590";0
"ENSG00000243364";1
"ENSG00000184349";1
"ENSG00000090776";1
"ENSG00000125266";0,03
"ENSG00000108947";0
"ENSG00000132294";1
"ENSG00000084710";1
"ENSG00000100842";0,01
"ENSG00000140598";0,02
"ENSG00000108883";0
"ENSG00000198759";1
"ENSG00000172889";1
"ENSG00000241404";1
"ENSG00000164318";0
"ENSG00000146648";0
"ENSG00000138798";0
"ENSG00000135766";0
"ENSG00000269858";1
"ENSG00000129521";0
"ENSG00000120738";0
"ENSG00000122877";1
"ENSG00000179388";1
"ENSG00000173442";0
"ENSG00000115504";0
"ENSG00000110047";1
"ENSG00000024422";0
"ENSG00000013016";0
"ENSG00000103966";1
"ENSG00000135373";0
"ENSG00000113790";1
"ENSG00000181090";1
"ENSG00000206376";1
"ENSG00000149547";1
"ENSG00000255302";1
"ENSG00000176401";1
"ENSG00000176396";1
"ENSG00000255150";0,09
"ENSG00000175376";0
"ENSG00000173674";0,08
"ENSG00000114784";0
"ENSG00000173812";1
"ENSG00000086232";1
"ENSG00000055332";1
"ENSG00000172071";1
"ENSG00000128829";1
"ENSG00000144895";0
"ENSG00000111361";0
"ENSG00000119718";1
"ENSG00000070785";1
"ENSG00000115211";1
"ENSG00000145191";1
"ENSG00000092847";0,03
"ENSG00000123908";1
"ENSG00000126070";1
"ENSG00000134698";1
"ENSG00000134001";1
"ENSG00000125977";0
"ENSG00000130741";0
"ENSG00000107581";0
"ENSG00000106263";0
"ENSG00000205609";1
"ENSG00000184110";1
"ENSG00000100353";0
"ENSG00000104408";0
"ENSG00000175390";1
"ENSG00000130811";1
"ENSG00000147677";0,09
"ENSG00000084623";1
"ENSG00000104131";1
"ENSG00000178982";1
"ENSG00000100129";1
"ENSG00000149100";0,15
"ENSG00000161960";0
"ENSG00000156976";0
"ENSG00000141543";1
"ENSG00000063046";1
"ENSG00000135930";0,09
"ENSG00000163412";1
"ENSG00000187840";0
"ENSG00000148730";1
"ENSG00000243056";0
"ENSG00000184708";1
"ENSG00000151247";0
"ENSG00000114867";1
"ENSG00000110321";0
"ENSG00000075151";1
"ENSG00000106682";0,08
"ENSG00000163577";1
"ENSG00000253626";1
"ENSG00000132507";1
"ENSG00000158417";1
"ENSG00000100664";0
"ENSG00000242372";1
"ENSG00000141642";0
"ENSG00000006744";1
"ENSG00000066044";1
"ENSG00000107105";1
"ENSG00000120690";1
"ENSG00000109381";1
"ENSG00000163435";0
"ENSG00000102034";0
"ENSG00000225968";0,02
"ENSG00000166897";1
"ENSG00000126767";0
"ENSG00000111145";0,02
"ENSG00000158711";1
"ENSG00000118985";0,51
"ENSG00000128886";1
"ENSG00000105656";1
"ENSG00000155849";0
"ENSG00000062598";0
"ENSG00000102890";1
"ENSG00000110675";0
"ENSG00000179387";1
"ENSG00000115459";1
"ENSG00000049540";1
"ENSG00000130165";1
"ENSG00000066322";1
"ENSG00000197977";0
"ENSG00000119915";0,23
"ENSG00000118402";1
"ENSG00000012660";0
"ENSG00000170522";1
"ENSG00000164181";1
"ENSG00000134759";0
"ENSG00000134014";1
"ENSG00000109911";1
"ENSG00000162618";0
"ENSG00000170571";0
"ENSG00000164035";0
"ENSG00000102119";1
"ENSG00000154920";0
"ENSG00000197774";1
"ENSG00000126749";0,04
"ENSG00000186998";1
"ENSG00000138080";0,09
"ENSG00000132205";0
"ENSG00000183798";1
"ENSG00000066629";1
"ENSG00000125746";0
"ENSG00000149499";0
"ENSG00000143924";0
"ENSG00000165521";0
"ENSG00000214595";0
"ENSG00000134531";1
"ENSG00000213853";1
"ENSG00000142227";0
"ENSG00000174837";0
"ENSG00000127507";0
"ENSG00000135638";0
"ENSG00000170370";0,09
"ENSG00000154380";1
"ENSG00000132464";0
"ENSG00000171617";1
"ENSG00000149218";1
"ENSG00000167136";0
"ENSG00000106991";1
"ENSG00000168913";0,09
"ENSG00000151023";0
"ENSG00000074800";1
"ENSG00000111674";0
"ENSG00000108515";0,92
"ENSG00000145293";1
"ENSG00000132199";1
"ENSG00000120658";0
"ENSG00000165675";1
"ENSG00000138792";0
"ENSG00000136960";0
"ENSG00000154269";0
"ENSG00000001561";0,63
"ENSG00000112796";0
"ENSG00000164303";0
"ENSG00000182156";1
"ENSG00000143420";0,02
"ENSG00000138185";0
"ENSG00000054179";1
"ENSG00000197217";0
"ENSG00000187097";1
"ENSG00000197586";1
"ENSG00000198018";1
"ENSG00000188833";0
"ENSG00000120533";1
"ENSG00000163508";0
"ENSG00000100393";1
"ENSG00000185684";0
"ENSG00000183495";1
"ENSG00000116016";1
"ENSG00000088367";0
"ENSG00000079819";0
"ENSG00000082397";1
"ENSG00000129595";0
"ENSG00000095203";0
"ENSG00000115109";0
"ENSG00000159023";0
"ENSG00000158856";0,14
"ENSG00000120616";1
"ENSG00000135999";1
"ENSG00000119888";0
"ENSG00000086289";0
"ENSG00000183317";1
"ENSG00000146904";0
"ENSG00000142627";1
"ENSG00000044524";0
"ENSG00000116106";1
"ENSG00000080224";1
"ENSG00000135333";1
"ENSG00000154928";1
"ENSG00000133216";0
"ENSG00000182580";0,03
"ENSG00000196411";0
"ENSG00000106123";1
"ENSG00000143819";1
"ENSG00000120915";0
"ENSG00000105131";1
"ENSG00000172031";0
"ENSG00000178567";0
"ENSG00000112425";0
"ENSG00000063245";1
"ENSG00000072134";1
"ENSG00000187266";1
"ENSG00000261150";1
"ENSG00000136628";1
"ENSG00000127527";1
"ENSG00000085832";1
"ENSG00000131037";0
"ENSG00000177106";1
"ENSG00000151491";0,09
"ENSG00000133106";0
"ENSG00000138018";0
"ENSG00000132591";1
"ENSG00000164307";0
"ENSG00000164308";0
"ENSG00000112851";0,63
"ENSG00000141736";0
"ENSG00000065361";0
"ENSG00000178568";0
"ENSG00000082805";0
"ENSG00000187672";0
"ENSG00000012061";0
"ENSG00000104884";1
"ENSG00000163161";0
"ENSG00000134899";0
"ENSG00000186871";0
"ENSG00000049167";1
"ENSG00000105722";1
"ENSG00000113719";0
"ENSG00000087502";0,24
"ENSG00000157554";1
"ENSG00000100632";1
"ENSG00000104626";1
"ENSG00000196678";1
"ENSG00000117419";1
"ENSG00000104714";1
"ENSG00000068912";1
"ENSG00000107566";1
"ENSG00000147475";0
"ENSG00000164010";1
"ENSG00000136541";0
"ENSG00000099219";0
"ENSG00000178607";1
"ENSG00000086619";1
"ENSG00000197930";0
"ENSG00000139055";0
"ENSG00000089248";0
"ENSG00000023318";1
"ENSG00000116285";1
"ENSG00000244476";0
"ENSG00000149564";1
"ENSG00000141446";1
"ENSG00000171320";0
"ENSG00000139684";0,29
"ENSG00000089048";1
"ENSG00000164283";0
"ENSG00000135476";1
"ENSG00000144488";1
"ENSG00000187017";1
"ENSG00000091831";0
"ENSG00000140009";0
"ENSG00000103067";0
"ENSG00000173153";0
"ENSG00000119715";0
"ENSG00000196482";0
"ENSG00000139641";0,02
"ENSG00000117868";0
"ENSG00000158220";0
"ENSG00000143971";1
"ENSG00000120705";1
"ENSG00000140374";0
"ENSG00000105379";1
"ENSG00000171503";0
"ENSG00000105755";1
"ENSG00000139163";0
"ENSG00000143845";0
"ENSG00000134954";0
"ENSG00000157557";1
"ENSG00000006468";1
"ENSG00000105672";1
"ENSG00000253831";1
"ENSG00000117036";1
"ENSG00000175832";0
"ENSG00000244405";1
"ENSG00000139083";0
"ENSG00000010030";0
"ENSG00000173040";1
"ENSG00000072840";0
"ENSG00000126860";0
"ENSG00000185862";0
"ENSG00000142459";0
"ENSG00000196405";0
"ENSG00000214860";1
"ENSG00000167880";0
"ENSG00000182944";1
"ENSG00000081177";0
"ENSG00000187609";1
"ENSG00000174371";0
"ENSG00000090989";0
"ENSG00000112685";1
"ENSG00000179044";0
"ENSG00000180104";0
"ENSG00000131558";0
"ENSG00000070367";1
"ENSG00000144036";0,01
"ENSG00000138190";1
"ENSG00000182473";0
"ENSG00000116903";1
"ENSG00000157036";1
"ENSG00000171824";1
"ENSG00000171311";1
"ENSG00000130713";0
"ENSG00000178896";1
"ENSG00000077348";0
"ENSG00000223496";1
"ENSG00000075914";0
"ENSG00000120699";0
"ENSG00000123737";0
"ENSG00000110723";0
"ENSG00000182197";1
"ENSG00000151348";1
"ENSG00000158008";0,08
"ENSG00000162694";0
"ENSG00000012232";1
"ENSG00000104313";1
"ENSG00000064655";0
"ENSG00000158161";0
"ENSG00000112319";0
"ENSG00000188107";1
"ENSG00000108799";0
"ENSG00000106462";0
"ENSG00000092820";1
"ENSG00000126218";1
"ENSG00000158769";0
"ENSG00000131187";0
"ENSG00000124491";1
"ENSG00000164251";1
"ENSG00000164220";1
"ENSG00000127533";0
"ENSG00000181104";0
"ENSG00000117525";0
"ENSG00000198734";0,4
"ENSG00000277203";1
"ENSG00000185010";0
"ENSG00000103089";0
"ENSG00000165591";0
"ENSG00000117480";1
"ENSG00000121769";1
"ENSG00000170323";1
"ENSG00000164687";0
"ENSG00000168040";0
"ENSG00000149485";0,03
"ENSG00000134824";1
"ENSG00000221968";0
"ENSG00000185104";1
"ENSG00000113194";0
"ENSG00000180185";1
"ENSG00000115042";0
"ENSG00000144199";0
"ENSG00000103876";1
"ENSG00000135472";0
"ENSG00000162894";0
"ENSG00000158234";1
"ENSG00000153443";0
"ENSG00000185262";1
"ENSG00000178882";1
"ENSG00000167106";0
"ENSG00000162636";0
"ENSG00000169612";1
"ENSG00000133193";0
"ENSG00000182518";0
"ENSG00000145569";1
"ENSG00000154124";0
"ENSG00000168309";0
"ENSG00000065809";0
"ENSG00000129968";0,24
"ENSG00000107362";1
"ENSG00000136379";0
"ENSG00000198324";0
"ENSG00000177096";1
"ENSG00000125898";0
"ENSG00000169122";0
"ENSG00000166801";0,75
"ENSG00000189057";0
"ENSG00000132635";0
"ENSG00000179715";0
"ENSG00000197712";0
"ENSG00000055147";0,53
"ENSG00000198420";1
"ENSG00000170379";0
"ENSG00000174839";1
"ENSG00000205593";1
"ENSG00000121104";0
"ENSG00000100376";0
"ENSG00000197798";1
"ENSG00000144401";1
"ENSG00000123427";1
"ENSG00000188938";1
"ENSG00000048828";1
"ENSG00000112584";0,31
"ENSG00000184083";0
"ENSG00000187866";0
"ENSG00000156504";1
"ENSG00000156500";1
"ENSG00000184675";0,01
"ENSG00000150510";0
"ENSG00000124019";0
"ENSG00000141971";0,63
"ENSG00000196814";1
"ENSG00000122591";1
"ENSG00000155744";0
"ENSG00000203950";0
"ENSG00000212747";1
"ENSG00000173272";0
"ENSG00000152082";0
"ENSG00000135842";0
"ENSG00000136830";1
"ENSG00000175182";0,01
"ENSG00000159784";1
"ENSG00000185519";1
"ENSG00000184163";1
"ENSG00000234545";1
"ENSG00000144567";1
"ENSG00000154153";1
"ENSG00000141699";0
"ENSG00000082269";1
"ENSG00000147724";1
"ENSG00000035141";1
"ENSG00000138640";0
"ENSG00000031003";1
"ENSG00000148541";1
"ENSG00000109794";1
"ENSG00000138286";0,73
"ENSG00000189292";0
"ENSG00000162391";1
"ENSG00000152380";1
"ENSG00000170074";1
"ENSG00000188659";0
"ENSG00000204442";1
"ENSG00000130054";0
"ENSG00000268350";0
"ENSG00000100908";1
"ENSG00000182183";0
"ENSG00000164142";0
"ENSG00000051009";0
"ENSG00000151553";0,02
"ENSG00000158863";1
"ENSG00000170264";1
"ENSG00000156050";0
"ENSG00000114023";1
"ENSG00000183807";1
"ENSG00000143340";0
"ENSG00000104427";1
"ENSG00000119703";0
"ENSG00000205670";0
"ENSG00000215187";1
"ENSG00000154319";0
"ENSG00000183615";1
"ENSG00000054965";1
"ENSG00000152102";0
"ENSG00000198780";0
"ENSG00000161682";0,09
"ENSG00000144369";1
"ENSG00000113391";1
"ENSG00000103254";1
"ENSG00000150756";0,97
"ENSG00000174132";0
"ENSG00000185442";1
"ENSG00000163322";1
"ENSG00000165660";1
"ENSG00000115363";0,61
"ENSG00000142694";1
"ENSG00000151327";1
"ENSG00000119906";0
"ENSG00000189350";1
"ENSG00000198718";0
"ENSG00000189320";0
"ENSG00000182103";0
"ENSG00000175170";0
"ENSG00000111879";0
"ENSG00000222011";1
"ENSG00000185958";0
"ENSG00000135436";1
"ENSG00000148481";0,4
"ENSG00000106125";0
"ENSG00000104059";1
"ENSG00000135063";0
"ENSG00000160767";0
"ENSG00000166676";0
"ENSG00000175106";1
"ENSG00000171928";1
"ENSG00000184305";0
"ENSG00000107771";1
"ENSG00000172775";0
"ENSG00000125386";0
"ENSG00000146067";0
"ENSG00000172366";1
"ENSG00000225663";1
"ENSG00000188916";0
"ENSG00000144649";0
"ENSG00000164125";0
"ENSG00000123575";0
"ENSG00000183662";0,46
"ENSG00000198673";1
"ENSG00000219438";0
"ENSG00000221909";1
"ENSG00000237765";0
"ENSG00000108950";0
"ENSG00000116199";0
"ENSG00000177706";1
"ENSG00000099290";1
"ENSG00000172661";1
"ENSG00000184923";0
"ENSG00000214562";0
"ENSG00000130950";1
"ENSG00000148483";1
"ENSG00000213185";0,3
"ENSG00000178033";1
"ENSG00000188820";0
"ENSG00000154537";1
"ENSG00000105058";0,08
"ENSG00000122376";0
"ENSG00000203667";0
"ENSG00000103335";1
"ENSG00000154864";0
"ENSG00000071889";1
"ENSG00000183844";0
"ENSG00000196937";1
"ENSG00000198643";1
"ENSG00000143093";0,55
"ENSG00000128578";1
"ENSG00000185112";1
"ENSG00000183114";0
"ENSG00000119979";0
"ENSG00000112773";0,02
"ENSG00000158246";0
"ENSG00000183508";0
"ENSG00000189157";0
"ENSG00000102710";1
"ENSG00000197872";0
"ENSG00000153310";0,08
"ENSG00000071859";0
"ENSG00000145945";1
"ENSG00000174137";1
"ENSG00000189319";0
"ENSG00000120709";1
"ENSG00000146410";0
"ENSG00000117640";0
"ENSG00000144815";1
"ENSG00000167695";0
"ENSG00000262919";1
"ENSG00000141441";1
"ENSG00000139146";0
"ENSG00000143409";0
"ENSG00000128923";0
"ENSG00000129195";0
"ENSG00000039523";1
"ENSG00000111913";0
"ENSG00000042062";0
"ENSG00000154511";1
"ENSG00000165716";0
"ENSG00000125355";1
"ENSG00000184497";0
"ENSG00000172717";1
"ENSG00000142530";0
"ENSG00000205085";1
"ENSG00000196550";0
"ENSG00000188610";0
"ENSG00000215784";0
"ENSG00000180488";1
"ENSG00000148343";0
"ENSG00000009780";0,02
"ENSG00000077458";0,03
"ENSG00000126882";0
"ENSG00000188859";0
"ENSG00000157470";0
"ENSG00000153347";1
"ENSG00000115841";1
"ENSG00000137824";1
"ENSG00000176623";0
"ENSG00000101447";1
"ENSG00000188522";0
"ENSG00000180921";1
"ENSG00000162981";1
"ENSG00000168672";0
"ENSG00000118894";1
"ENSG00000186523";0
"ENSG00000145002";1
"ENSG00000158483";0,17
"ENSG00000182118";0
"ENSG00000176973";0
"ENSG00000137414";1
"ENSG00000171847";0,39
"ENSG00000176853";0,84
"ENSG00000188343";0
"ENSG00000166797";1
"ENSG00000166595";0,09
"ENSG00000119812";0
"ENSG00000171262";0
